tweet_id,timestamp,source,name,stage,rating,jpg_url,img_num,dog_conf,dog_breed,retweet_count,favorite_count
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,0.733942,Samoyed,4972,26901
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,Maya,,13.0/10.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,0.793469,Chihuahua,6289,30264
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,Mingus,,13.0/10.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,0.309706,kuvasz,2618,10461
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,Roscoe,pupper,12.0/10.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,0.999201,French_bulldog,2614,18495
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,Waffles,,13.0/10.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,0.943575,pug,5259,24452
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Jimbo,,12.0/10.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,0.972494,Blenheim_spaniel,5590,28509
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,Maisey,,13.0/10.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,0.369275,pug,5308,31503
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,0.8124819999999999,malamute,3654,19195
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,Earl,,12.0/10.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,0.259916,Italian_greyhound,14950,67063
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,Lola,,13.0/10.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,0.822103,chow,4641,24311
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,Kevin,,13.0/10.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,0.5464060000000001,pug,3896,21255
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,,,14.0/10.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,0.993225,Pembroke,4778,23793
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Yogi,doggo,12.0/10.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,0.707046,German_shepherd,2493,17898
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,Noah,,12.0/10.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,0.610946,Doberman,2849,19099
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,Bella,,13.5/10.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,0.943082,golden_retriever,8230,40061
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Grizzwald,floofer,13.0/10.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,0.987997,chow,3061,19886
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,0.949562,golden_retriever,5512,32401
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,Rusty,,13.0/10.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,0.4667779999999999,Eskimo_dog,3231,20911
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,Gus,pupper,12.0/10.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,0.85005,Labrador_retriever,4080,24702
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,Stanley,,13.0/10.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,0.542982,Pembroke,5045,24538
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,Alfy,,13.0/10.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,0.762211,golden_retriever,9586,39067
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,Koko,,13.0/10.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,0.00694063,golden_retriever,4069,25637
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,Rey,,12.0/10.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,0.291539,Weimaraner,2841,21387
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,Gary,,13.0/10.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,0.529012,Saluki,8919,44416
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,,pupper,14.0/10.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,0.281463,Samoyed,13353,43314
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,0.791416,Pembroke,3193,18665
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,Bella,,12.0/10.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,0.913255,golden_retriever,5194,24938
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Jesse,,12.0/10.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,0.238525,Chihuahua,3449,23586
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,,,11.0/10.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,0.120298,miniature_pinscher,3637,24242
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,Romeo,,13.0/10.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,0.813507,basset,2916,19646
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,Bailey,,12.0/10.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,0.479896,German_short-haired_pointer,2619,20657
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,Duddles,,13.0/10.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,0.383404,English_springer,37291,92550
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,Jack,,12.0/10.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,0.0334961,Labrador_retriever,2635,14810
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,Beau,,13.0/10.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,0.960513,vizsla,2232,16733
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,Snoopy,puppo,13.0/10.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,0.734684,Italian_greyhound,3421,17085
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,Aja,,13.0/10.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,0.8379559999999999,Chesapeake_Bay_retriever,15740,69076
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,Penny,,12.0/10.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,0.995368,basset,3154,19844
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,Dante,,13.0/10.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,0.5099670000000001,Saluki,4323,24081
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,Nelly,,12.0/10.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,0.93112,Pembroke,4605,23802
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,Ginger,pupper,12.0/10.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,0.575751,bloodhound,2795,18177
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,Benedict,,13.0/10.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,0.874566,golden_retriever,1991,16515
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,Venti,,13.0/10.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,0.534327,Bernese_mountain_dog,3890,24620
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,Goose,,13.0/10.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,0.799551,Labrador_retriever,3569,22041
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Nugget,,13.0/10.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,0.245048,Siberian_husky,4133,19375
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,0.7143189999999999,West_Highland_white_terrier,3955,22497
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Cash,,12.0/10.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,0.836052,Labrador_retriever,3908,24533
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,Jed,pupper,13.0/10.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,0.437216,cocker_spaniel,3472,22889
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,0.8321770000000001,flat-coated_retriever,3369,20058
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,Sebastian,puppo,13.0/10.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,0.806674,Cardigan,8554,30038
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,0.678537,Newfoundland,3333,21323
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,,doggo,12.0/10.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,0.476913,Labrador_retriever,4546,23989
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,0.99912,pug,3158,13038
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,Monkey,,13.0/10.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,0.513191,cocker_spaniel,3057,18281
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,0.931861,Pembroke,7689,36009
872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,Kody,,12.0/10.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,0.0667363,pug,6807,30119
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,Lassie,,13.0/10.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,0.969171,Shetland_sheepdog,9213,32989
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,Rover,pupper,12.0/10.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,0.921393,Labrador_retriever,2959,17828
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,Napolean,doggo,12.0/10.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,0.974781,komondor,2927,17849
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,Boomer,,13.0/10.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,0.398053,kelpie,3214,20107
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,Cody,,13.0/10.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,0.945495,Pembroke,2190,10861
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,Zoey,,13.0/10.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,0.841001,golden_retriever,22666,73750
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,Rumble,,13.0/10.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,0.6227520000000001,Greater_Swiss_Mountain_dog,3536,19431
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,Dewey,,13.0/10.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,0.980148,Pembroke,8662,37915
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,Stanley,,13.0/10.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,0.993449,Pembroke,5366,24976
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,Scout,doggo,12.0/10.0,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,0.955156,Chihuahua,2629,14149
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,Gizmo,,13.0/10.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,0.664181,Pembroke,3192,18094
868880397819494401,2017-05-28 17:23:24+00:00,Twitter for iPhone,Walter,,14.0/10.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,0.0999839,French_bulldog,12205,57780
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,0.868107,Labrador_retriever,4447,23583
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,,,12.0/10.0,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,0.522644,Labrador_retriever,3554,21541
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,Harold,,13.0/10.0,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,0.661953,Border_collie,6228,30179
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,Shikha,puppo,12.0/10.0,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,0.6164569999999999,Eskimo_dog,2109,14306
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,0.4714029999999999,Samoyed,6755,28621
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,Lili,,12.0/10.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,0.51473,flat-coated_retriever,2953,17079
865718153858494464,2017-05-19 23:57:46+00:00,Twitter for iPhone,Boomer,,13.0/10.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,0.673664,golden_retriever,4818,22863
865359393868664832,2017-05-19 00:12:11+00:00,Twitter for iPhone,Sammy,,13.0/10.0,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,0.832435,Chesapeake_Bay_retriever,4272,23533
865006731092295680,2017-05-18 00:50:50+00:00,Twitter for iPhone,Nelly,,13.0/10.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,0.989882,Pembroke,6637,24976
864279568663928832,2017-05-16 00:41:21+00:00,Twitter for iPhone,Meatball,,12.0/10.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,0.668613,bull_mastiff,2571,13037
864197398364647424,2017-05-15 19:14:50+00:00,Twitter for iPhone,Paisley,,13.0/10.0,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,0.945905,golden_retriever,7558,26567
863553081350529029,2017-05-14 00:34:33+00:00,Twitter for iPhone,Neptune,,13.0/10.0,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,0.41333,Eskimo_dog,3613,13639
863432100342583297,2017-05-13 16:33:49+00:00,Twitter for iPhone,Belle,,12.0/10.0,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,0.690517,Staffordshire_bullterrier,4545,21233
862831371563274240,2017-05-12 00:46:44+00:00,Twitter for iPhone,Zooey,,13.0/10.0,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,0.207281,Australian_terrier,4446,17189
862722525377298433,2017-05-11 17:34:13+00:00,Twitter for iPhone,Dave,,11.0/10.0,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,0.39333,basset,3077,15299
862096992088072192,2017-05-10 00:08:34+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,0.677589,chow,19916,66089
861383897657036800,2017-05-08 00:54:59+00:00,Twitter for iPhone,Hobbes,,13.0/10.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,0.771008,Cardigan,9233,32204
861288531465048066,2017-05-07 18:36:02+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,1,0.0826102,Bouvier_des_Flandres,3577,15315
861005113778896900,2017-05-06 23:49:50+00:00,Twitter for iPhone,Burt,,12.0/10.0,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,0.507951,German_shepherd,3322,14952
860524505164394496,2017-05-05 16:00:04+00:00,Twitter for iPhone,Carl,,13.0/10.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,0.286558,Bedlington_terrier,4587,21203
859924526012018688,2017-05-04 00:15:58+00:00,Twitter for iPhone,Milky,,12.0/10.0,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,0.254587,French_bulldog,3573,17592
859851578198683649,2017-05-03 19:26:06+00:00,Twitter for iPhone,Trooper,,13.0/10.0,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,0.899086,Labrador_retriever,3060,13949
859607811541651456,2017-05-03 03:17:27+00:00,Twitter for iPhone,,puppo,13.0/10.0,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,0.8955290000000001,golden_retriever,1361,16798
858843525470990336,2017-05-01 00:40:27+00:00,Twitter for iPhone,,doggo,13.0/10.0,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,0.57812,golden_retriever,3019,14092
858471635011153920,2017-04-30 00:02:42+00:00,Twitter for iPhone,Sophie,,13.0/10.0,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,0.987407,Pembroke,4244,19430
858107933456039936,2017-04-28 23:57:28+00:00,Twitter for iPhone,Wyatt,,12.0/10.0,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,0.863874,golden_retriever,2534,14199
857989990357356544,2017-04-28 16:08:49+00:00,Twitter for iPhone,Rosie,,12.0/10.0,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,0.43258,French_bulldog,2261,14462
857746408056729600,2017-04-28 00:00:54+00:00,Twitter for iPhone,Thor,,13.0/10.0,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,0.919832,Labrador_retriever,9317,30731
857393404942143489,2017-04-27 00:38:11+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,0.8415969999999999,malamute,1436,5294
857263160327368704,2017-04-26 16:00:39+00:00,Twitter for iPhone,Oscar,,13.0/10.0,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,0.998021,Samoyed,3960,18211
857029823797047296,2017-04-26 00:33:27+00:00,Twitter for iPhone,Zeke,,12.0/10.0,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,0.968623,golden_retriever,3473,17007
856543823941562368,2017-04-24 16:22:16+00:00,Twitter for iPhone,Callie,,12.0/10.0,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,0.30691,Boston_bull,2534,14797
856282028240666624,2017-04-23 23:01:59+00:00,Twitter for iPhone,Cermet,,14.0/10.0,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,0.8765430000000001,Chihuahua,5565,25175
855851453814013952,2017-04-22 18:31:02+00:00,Twitter for iPhone,,doggo,13.0/10.0,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,0.321676,flat-coated_retriever,16083,41821
855459453768019968,2017-04-21 16:33:22+00:00,Twitter for iPhone,Noneuite,,12.0/10.0,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,0.389513,Blenheim_spaniel,7286,27036
854732716440526848,2017-04-19 16:25:34+00:00,Twitter for iPhone,Marlee,,12.0/10.0,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,0.6955479999999999,Pembroke,5331,20635
854482394044301312,2017-04-18 23:50:52+00:00,Twitter for iPhone,Arya,,13.0/10.0,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,0.260242,Chihuahua,6001,26514
854365224396361728,2017-04-18 16:05:17+00:00,Twitter for iPhone,Einstein,,13.0/10.0,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,0.90708,Pembroke,4135,17159
854120357044912130,2017-04-17 23:52:16+00:00,Twitter for iPhone,,pupper,14.0/10.0,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,0.8548610000000001,black-and-tan_coonhound,6574,29168
854010172552949760,2017-04-17 16:34:26+00:00,Twitter for iPhone,,doggo,11.0/10.0,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,0.3547329999999999,English_springer,2786,14808
853760880890318849,2017-04-17 00:03:50+00:00,Twitter for iPhone,Alice,,12.0/10.0,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,0.292519,miniature_pinscher,5105,26021
853639147608842240,2017-04-16 16:00:07+00:00,Twitter for iPhone,,,13.0/10.0,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,0.509879,German_shepherd,8844,31468
852912242202992640,2017-04-14 15:51:39+00:00,Twitter for iPhone,Benny,,12.0/10.0,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,0.7837649999999999,Great_Dane,1594,8231
852672615818899456,2017-04-13 23:59:28+00:00,Twitter for iPhone,Aspen,,12.0/10.0,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,0.7112350000000001,golden_retriever,1905,13616
852553447878664193,2017-04-13 16:05:56+00:00,Twitter for iPhone,Jarod,,13.0/10.0,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,0.186498,bloodhound,3102,14868
